"Choice","Indicator","Function","Value","Group","Community","Research.Question","Calculation"
"Local","Q6_10_What_is_the_origin_of_this_item_available_at_the_shop_Flour","percentage","3.68","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"Jordan","Q6_11_If_international_please_specify_which_country_Flour","counts","1","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"Jordan","Q6_11_If_international_please_specify_which_country_Flour","percentage","0.55","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"Turkey","Q6_11_If_international_please_specify_which_country_Flour","counts","182","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"Turkey","Q6_11_If_international_please_specify_which_country_Flour","percentage","99.45","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"Local_Supplier","Q6_12_Where_is_your_main_supplier_for_this_item_located_Flour","counts","190","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"Local_Supplier","Q6_12_Where_is_your_main_supplier_for_this_item_located_Flour","percentage","100","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY07","Q6_13_If_local_where_Select_governorate_Flour","counts","190","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY07","Q6_13_If_local_where_Select_governorate_Flour","percentage","100","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY0700","Q6_14_Select_district_Flour","counts","42","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY0700","Q6_14_Select_district_Flour","percentage","22.11","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY0703","Q6_14_Select_district_Flour","counts","148","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY0703","Q6_14_Select_district_Flour","percentage","77.89","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY070000","Q6_15_Select_sub_district_Flour","counts","14","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY070000","Q6_15_Select_sub_district_Flour","percentage","7.37","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY070005","Q6_15_Select_sub_district_Flour","counts","28","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY070005","Q6_15_Select_sub_district_Flour","percentage","14.74","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY070301","Q6_15_Select_sub_district_Flour","counts","143","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY070301","Q6_15_Select_sub_district_Flour","percentage","75.26","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY070302","Q6_15_Select_sub_district_Flour","counts","5","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY070302","Q6_15_Select_sub_district_Flour","percentage","2.63","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"C3868","Q6_16_Select_community_Flour","counts","1","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"C3868","Q6_16_Select_community_Flour","percentage","0.53","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"C3871","Q6_16_Select_community_Flour","counts","13","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"C3871","Q6_16_Select_community_Flour","percentage","6.84","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"C3947","Q6_16_Select_community_Flour","counts","28","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"C3947","Q6_16_Select_community_Flour","percentage","14.74","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"C4121","Q6_16_Select_community_Flour","counts","103","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"C4121","Q6_16_Select_community_Flour","percentage","54.21","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"C4126","Q6_16_Select_community_Flour","counts","40","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"C4126","Q6_16_Select_community_Flour","percentage","21.05","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"C4140","Q6_16_Select_community_Flour","counts","5","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"C4140","Q6_16_Select_community_Flour","percentage","2.63","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"yes","Q6_1_Do_you_sell_white_rice_in_1kg_White_Rice","counts","298","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"yes","Q6_1_Do_you_sell_white_rice_in_1kg_White_Rice","percentage","100","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"Dont_know","Q6_5_Is_this_price_also_the_price_for_the_most_preferred_brand_of_this_item_by_customers_in_your_shop_White_Rice","counts","5","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"Dont_know","Q6_5_Is_this_price_also_the_price_for_the_most_preferred_brand_of_this_item_by_customers_in_your_shop_White_Rice","percentage","1.68","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"no","Q6_5_Is_this_price_also_the_price_for_the_most_preferred_brand_of_this_item_by_customers_in_your_shop_White_Rice","counts","16","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"no","Q6_5_Is_this_price_also_the_price_for_the_most_preferred_brand_of_this_item_by_customers_in_your_shop_White_Rice","percentage","5.37","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"yes","Q6_5_Is_this_price_also_the_price_for_the_most_preferred_brand_of_this_item_by_customers_in_your_shop_White_Rice","counts","277","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"yes","Q6_5_Is_this_price_also_the_price_for_the_most_preferred_brand_of_this_item_by_customers_in_your_shop_White_Rice","percentage","92.95","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"","Q6_7_Assuming_the_demand_remains_constant_how_many_days_do_you_estimate_your_current_stock_of_this_item_to_last_White_Rice","","7","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","Median"
"within_1_to_2_days","Q6_8_If_you_order_from_your_supplier_today_how_many_days_do_you_estimate_it_would_take_for_you_to_restock_this_item_White_Rice","counts","296","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"within_1_to_2_days","Q6_8_If_you_order_from_your_supplier_today_how_many_days_do_you_estimate_it_would_take_for_you_to_restock_this_item_White_Rice","percentage","99.33","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"within_3_to_4_days","Q6_8_If_you_order_from_your_supplier_today_how_many_days_do_you_estimate_it_would_take_for_you_to_restock_this_item_White_Rice","counts","1","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"within_3_to_4_days","Q6_8_If_you_order_from_your_supplier_today_how_many_days_do_you_estimate_it_would_take_for_you_to_restock_this_item_White_Rice","percentage","0.34","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"within_7_days_or_more","Q6_8_If_you_order_from_your_supplier_today_how_many_days_do_you_estimate_it_would_take_for_you_to_restock_this_item_White_Rice","counts","1","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"within_7_days_or_more","Q6_8_If_you_order_from_your_supplier_today_how_many_days_do_you_estimate_it_would_take_for_you_to_restock_this_item_White_Rice","percentage","0.34","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"","Q6_9_On_average_what_was_the_volume_of_purchases_of_this_item_from_your_shop_in_the_past_week_White_Rice","","53","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","Median"
"Both","Q6_10_What_is_the_origin_of_this_item_available_at_the_shop_White_Rice","counts","1","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"Both","Q6_10_What_is_the_origin_of_this_item_available_at_the_shop_White_Rice","percentage","0.34","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"International","Q6_10_What_is_the_origin_of_this_item_available_at_the_shop_White_Rice","counts","291","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"International","Q6_10_What_is_the_origin_of_this_item_available_at_the_shop_White_Rice","percentage","97.65","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"Local","Q6_10_What_is_the_origin_of_this_item_available_at_the_shop_White_Rice","counts","6","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"Local","Q6_10_What_is_the_origin_of_this_item_available_at_the_shop_White_Rice","percentage","2.01","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"Egypt","Q6_11_If_international_please_specify_which_country_White_Rice","counts","20","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"Egypt","Q6_11_If_international_please_specify_which_country_White_Rice","percentage","6.85","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"other","Q6_11_If_international_please_specify_which_country_White_Rice","counts","112","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"other","Q6_11_If_international_please_specify_which_country_White_Rice","percentage","38.36","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"Turkey","Q6_11_If_international_please_specify_which_country_White_Rice","counts","170","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"Turkey","Q6_11_If_international_please_specify_which_country_White_Rice","percentage","58.22","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"Crossborder_Supplier_Imported","Q6_12_Where_is_your_main_supplier_for_this_item_located_White_Rice","counts","1","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"Crossborder_Supplier_Imported","Q6_12_Where_is_your_main_supplier_for_this_item_located_White_Rice","percentage","0.34","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"Local_Supplier","Q6_12_Where_is_your_main_supplier_for_this_item_located_White_Rice","counts","297","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"Local_Supplier","Q6_12_Where_is_your_main_supplier_for_this_item_located_White_Rice","percentage","99.66","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY07","Q6_13_If_local_where_Select_governorate_White_Rice","counts","297","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY07","Q6_13_If_local_where_Select_governorate_White_Rice","percentage","100","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY0700","Q6_14_Select_district_White_Rice","counts","121","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY0700","Q6_14_Select_district_White_Rice","percentage","40.74","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY0703","Q6_14_Select_district_White_Rice","counts","176","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY0703","Q6_14_Select_district_White_Rice","percentage","59.26","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY070000","Q6_15_Select_sub_district_White_Rice","counts","73","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY070000","Q6_15_Select_sub_district_White_Rice","percentage","24.58","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY070005","Q6_15_Select_sub_district_White_Rice","counts","48","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY070005","Q6_15_Select_sub_district_White_Rice","percentage","16.16","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY070301","Q6_15_Select_sub_district_White_Rice","counts","167","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY070301","Q6_15_Select_sub_district_White_Rice","percentage","56.23","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY070302","Q6_15_Select_sub_district_White_Rice","counts","9","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY070302","Q6_15_Select_sub_district_White_Rice","percentage","3.03","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"C3871","Q6_16_Select_community_White_Rice","counts","73","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"C3871","Q6_16_Select_community_White_Rice","percentage","24.58","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"C3947","Q6_16_Select_community_White_Rice","counts","48","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"C3947","Q6_16_Select_community_White_Rice","percentage","16.16","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"C4121","Q6_16_Select_community_White_Rice","counts","115","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"C4121","Q6_16_Select_community_White_Rice","percentage","38.72","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"C4126","Q6_16_Select_community_White_Rice","counts","52","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"C4126","Q6_16_Select_community_White_Rice","percentage","17.51","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"C4140","Q6_16_Select_community_White_Rice","counts","9","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"C4140","Q6_16_Select_community_White_Rice","percentage","3.03","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"Turkey","Q6_17_If_imported_please_select_the_country_from_where_the_item_is_imported_from_White_Rice","counts","1","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"Turkey","Q6_17_If_imported_please_select_the_country_from_where_the_item_is_imported_from_White_Rice","percentage","100","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"yes","Q6_1_Do_you_sell_Yellow_Bulgur_in_1kg_Yellow_Bulgur","counts","238","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"yes","Q6_1_Do_you_sell_Yellow_Bulgur_in_1kg_Yellow_Bulgur","percentage","100","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"Dont_know","Q6_5_Is_this_price_also_the_price_for_the_most_preferred_brand_of_this_item_by_customers_in_your_shop_Yellow_Bulgur","counts","2","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"Dont_know","Q6_5_Is_this_price_also_the_price_for_the_most_preferred_brand_of_this_item_by_customers_in_your_shop_Yellow_Bulgur","percentage","0.84","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"no","Q6_5_Is_this_price_also_the_price_for_the_most_preferred_brand_of_this_item_by_customers_in_your_shop_Yellow_Bulgur","counts","6","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"no","Q6_5_Is_this_price_also_the_price_for_the_most_preferred_brand_of_this_item_by_customers_in_your_shop_Yellow_Bulgur","percentage","2.52","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"yes","Q6_5_Is_this_price_also_the_price_for_the_most_preferred_brand_of_this_item_by_customers_in_your_shop_Yellow_Bulgur","counts","230","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"yes","Q6_5_Is_this_price_also_the_price_for_the_most_preferred_brand_of_this_item_by_customers_in_your_shop_Yellow_Bulgur","percentage","96.64","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"","Q6_7_Assuming_the_demand_remains_constant_how_many_days_do_you_estimate_your_current_stock_of_this_item_to_last_Yellow_Bulgur","","8.5","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","Median"
"within_1_to_2_days","Q6_8_If_you_order_from_your_supplier_today_how_many_days_do_you_estimate_it_would_take_for_you_to_restock_this_item_Yellow_Bulgur","counts","238","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"within_1_to_2_days","Q6_8_If_you_order_from_your_supplier_today_how_many_days_do_you_estimate_it_would_take_for_you_to_restock_this_item_Yellow_Bulgur","percentage","100","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"","Q6_9_On_average_what_was_the_volume_of_purchases_of_this_item_from_your_shop_in_the_past_week_Yellow_Bulgur","","46","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","Median"
"International","Q6_10_What_is_the_origin_of_this_item_available_at_the_shop_Yellow_Bulgur","counts","161","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"International","Q6_10_What_is_the_origin_of_this_item_available_at_the_shop_Yellow_Bulgur","percentage","67.65","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"Local","Q6_10_What_is_the_origin_of_this_item_available_at_the_shop_Yellow_Bulgur","counts","77","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"Local","Q6_10_What_is_the_origin_of_this_item_available_at_the_shop_Yellow_Bulgur","percentage","32.35","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"Egypt","Q6_11_If_international_please_specify_which_country_Yellow_Bulgur","counts","1","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"Egypt","Q6_11_If_international_please_specify_which_country_Yellow_Bulgur","percentage","0.62","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"other","Q6_11_If_international_please_specify_which_country_Yellow_Bulgur","counts","9","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"other","Q6_11_If_international_please_specify_which_country_Yellow_Bulgur","percentage","5.59","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"Turkey","Q6_11_If_international_please_specify_which_country_Yellow_Bulgur","counts","151","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"Turkey","Q6_11_If_international_please_specify_which_country_Yellow_Bulgur","percentage","93.79","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"Local_Supplier","Q6_12_Where_is_your_main_supplier_for_this_item_located_Yellow_Bulgur","counts","238","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"Local_Supplier","Q6_12_Where_is_your_main_supplier_for_this_item_located_Yellow_Bulgur","percentage","100","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY07","Q6_13_If_local_where_Select_governorate_Yellow_Bulgur","counts","238","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY07","Q6_13_If_local_where_Select_governorate_Yellow_Bulgur","percentage","100","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY0700","Q6_14_Select_district_Yellow_Bulgur","counts","91","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY0700","Q6_14_Select_district_Yellow_Bulgur","percentage","38.24","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY0703","Q6_14_Select_district_Yellow_Bulgur","counts","147","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY0703","Q6_14_Select_district_Yellow_Bulgur","percentage","61.76","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY070000","Q6_15_Select_sub_district_Yellow_Bulgur","counts","51","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY070000","Q6_15_Select_sub_district_Yellow_Bulgur","percentage","21.43","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY070005","Q6_15_Select_sub_district_Yellow_Bulgur","counts","40","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY070005","Q6_15_Select_sub_district_Yellow_Bulgur","percentage","16.81","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY070301","Q6_15_Select_sub_district_Yellow_Bulgur","counts","144","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY070301","Q6_15_Select_sub_district_Yellow_Bulgur","percentage","60.5","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY070302","Q6_15_Select_sub_district_Yellow_Bulgur","counts","3","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY070302","Q6_15_Select_sub_district_Yellow_Bulgur","percentage","1.26","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"C3871","Q6_16_Select_community_Yellow_Bulgur","counts","51","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"C3871","Q6_16_Select_community_Yellow_Bulgur","percentage","21.43","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"C3947","Q6_16_Select_community_Yellow_Bulgur","counts","40","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"C3947","Q6_16_Select_community_Yellow_Bulgur","percentage","16.81","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"C4121","Q6_16_Select_community_Yellow_Bulgur","counts","94","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"C4121","Q6_16_Select_community_Yellow_Bulgur","percentage","39.5","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"C4126","Q6_16_Select_community_Yellow_Bulgur","counts","50","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"C4126","Q6_16_Select_community_Yellow_Bulgur","percentage","21.01","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"C4140","Q6_16_Select_community_Yellow_Bulgur","counts","3","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"C4140","Q6_16_Select_community_Yellow_Bulgur","percentage","1.26","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"no","Q6_1_Do_you_sell_Yellow_Pasta_in_1kg_Yellow_Pasta","counts","89","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"no","Q6_1_Do_you_sell_Yellow_Pasta_in_1kg_Yellow_Pasta","percentage","48.63","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"yes","Q6_1_Do_you_sell_Yellow_Pasta_in_1kg_Yellow_Pasta","counts","94","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"yes","Q6_1_Do_you_sell_Yellow_Pasta_in_1kg_Yellow_Pasta","percentage","51.37","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"Dont_know","Q6_5_Is_this_price_also_the_price_for_the_most_preferred_brand_of_this_item_by_customers_in_your_shop_Yellow_Pasta","counts","1","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"Dont_know","Q6_5_Is_this_price_also_the_price_for_the_most_preferred_brand_of_this_item_by_customers_in_your_shop_Yellow_Pasta","percentage","0.55","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"no","Q6_5_Is_this_price_also_the_price_for_the_most_preferred_brand_of_this_item_by_customers_in_your_shop_Yellow_Pasta","counts","5","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"no","Q6_5_Is_this_price_also_the_price_for_the_most_preferred_brand_of_this_item_by_customers_in_your_shop_Yellow_Pasta","percentage","2.73","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"yes","Q6_5_Is_this_price_also_the_price_for_the_most_preferred_brand_of_this_item_by_customers_in_your_shop_Yellow_Pasta","counts","177","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
